alt (m)  	time 	
1356185.1761	2015-01-12 23:38:05.933587	
1356183.6176	2015-01-12 23:38:06.953741	
1356182.0304	2015-01-12 23:38:07.973894	
1356180.4145	2015-01-12 23:38:08.994049	
1356178.77	2015-01-12 23:38:10.014202	
1356177.0967000001	2015-01-12 23:38:11.034355	
1356175.3947999999	2015-01-12 23:38:12.054509	
1356173.6642	2015-01-12 23:38:13.074663	
1356171.905	2015-01-12 23:38:14.094816	
1356170.1170999999	2015-01-12 23:38:15.114971	
1356168.3006	2015-01-12 23:38:16.135124	
1356166.4554000001	2015-01-12 23:38:17.155278	
1356164.5815999999	2015-01-12 23:38:18.175431	
1356162.6791999999	2015-01-12 23:38:19.195584	
1356160.7481	2015-01-12 23:38:20.215739	
1356158.7884	2015-01-12 23:38:21.235892	
1356156.8001000001	2015-01-12 23:38:22.256046	
1356154.7831999999	2015-01-12 23:38:23.276199	
1356152.7376999999	2015-01-12 23:38:24.296353	
1356150.6636000001	2015-01-12 23:38:25.316508	
1356148.561	2015-01-12 23:38:26.336661	
1356146.4297	2015-01-12 23:38:27.356816	
1356144.2699	2015-01-12 23:38:28.376968	
1356142.0815000001	2015-01-12 23:38:29.397121	
1356139.8646	2015-01-12 23:38:30.417275	
1356137.6191	2015-01-12 23:38:31.437430	
1356135.345	2015-01-12 23:38:32.457583	
1356133.0425	2015-01-12 23:38:33.477736	
1356130.7113999999	2015-01-12 23:38:34.497891	
1356128.3518000001	2015-01-12 23:38:35.518044	
1356125.9635999999	2015-01-12 23:38:36.538197	
1356123.547	2015-01-12 23:38:37.558352	
1356121.1018999999	2015-01-12 23:38:38.578504	
1356118.6283	2015-01-12 23:38:39.598659	
1356116.1262000001	2015-01-12 23:38:40.618812	
1356113.5956000001	2015-01-12 23:38:41.638967	
1356111.0366	2015-01-12 23:38:42.659120	
1356108.4491000001	2015-01-12 23:38:43.679274	
1356105.8332	2015-01-12 23:38:44.699426	
1356103.1888000001	2015-01-12 23:38:45.719581	
1356100.5160000001	2015-01-12 23:38:46.739734	
1356097.8148000001	2015-01-12 23:38:47.759889	
1356095.0851	2015-01-12 23:38:48.780041	
1356092.3271000001	2015-01-12 23:38:49.800196	
1356089.5407	2015-01-12 23:38:50.820349	
1356086.7259	2015-01-12 23:38:51.840504	
1356083.8827	2015-01-12 23:38:52.860657	
1356081.0111	2015-01-12 23:38:53.880809	
1356078.1111999999	2015-01-12 23:38:54.900963	
1356075.183	2015-01-12 23:38:55.921118	
1356072.2264	2015-01-12 23:38:56.941271	
1356069.2415	2015-01-12 23:38:57.961426	
1356066.2283000001	2015-01-12 23:38:58.981578	
1356063.1867	2015-01-12 23:39:00.001733	
1356060.1169	2015-01-12 23:39:01.021886	
1356057.0188	2015-01-12 23:39:02.042041	
1356053.8924	2015-01-12 23:39:03.062194	
1356050.7376999999	2015-01-12 23:39:04.082346	
1356047.5548	2015-01-12 23:39:05.102501	
1356044.3436	2015-01-12 23:39:06.122655	
1356041.1043	2015-01-12 23:39:07.142808	
1356037.8366	2015-01-12 23:39:08.162963	
1356034.5408000001	2015-01-12 23:39:09.183116	
1356031.2168000001	2015-01-12 23:39:10.203270	
1356027.8646	2015-01-12 23:39:11.223423	
1356024.4842000001	2015-01-12 23:39:12.243576	
1356021.0756000001	2015-01-12 23:39:13.263731	
1356017.6388999999	2015-01-12 23:39:14.283883	
1356014.1740000001	2015-01-12 23:39:15.304038	
1356010.6810000001	2015-01-12 23:39:16.324191	
1356007.1599000001	2015-01-12 23:39:17.344345	
1356003.6106	2015-01-12 23:39:18.364500	
1356000.0333	2015-01-12 23:39:19.384653	
1355996.4279	2015-01-12 23:39:20.404806	
1355992.7944	2015-01-12 23:39:21.424959	
1355989.1329000001	2015-01-12 23:39:22.445114	
1355985.4432999999	2015-01-12 23:39:23.465267	
1355981.7256	2015-01-12 23:39:24.485422	
1355977.98	2015-01-12 23:39:25.505574	
1355974.2063	2015-01-12 23:39:26.525728	
1355970.4046	2015-01-12 23:39:27.545883	
1355966.5748999999	2015-01-12 23:39:28.566036	
1355962.7172999999	2015-01-12 23:39:29.586189	
1355958.8317	2015-01-12 23:39:30.606343	
1355954.9182	2015-01-12 23:39:31.626496	
1355950.9767	2015-01-12 23:39:32.646651	
1355947.0072999999	2015-01-12 23:39:33.666804	
1355943.01	2015-01-12 23:39:34.686959	
1355938.9848	2015-01-12 23:39:35.707111	
1355934.9317000001	2015-01-12 23:39:36.727265	
1355930.8507000001	2015-01-12 23:39:37.747418	
1355926.7419	2015-01-12 23:39:38.767573	
1355922.6052999999	2015-01-12 23:39:39.787726	
1355918.4408	2015-01-12 23:39:40.807880	
1355914.2485	2015-01-12 23:39:41.828033	
1355910.0284	2015-01-12 23:39:42.848188	
1355905.7805000001	2015-01-12 23:39:43.868341	
1355901.5049000001	2015-01-12 23:39:44.888496	
1355897.2015	2015-01-12 23:39:45.908648	
1355892.8703999999	2015-01-12 23:39:46.928801	
1355888.5115	2015-01-12 23:39:47.948955	
1355884.1248999999	2015-01-12 23:39:48.969110	
1355879.7106000001	2015-01-12 23:39:49.989263	
1355875.2686999999	2015-01-12 23:39:51.009417	
1355870.7990999999	2015-01-12 23:39:52.029570	
1355866.3018	2015-01-12 23:39:53.049725	
1355861.7768999999	2015-01-12 23:39:54.069878	
1355857.2242999999	2015-01-12 23:39:55.090031	
1355852.6442	2015-01-12 23:39:56.110185	
1355848.0364999999	2015-01-12 23:39:57.130338	
1355843.4012	2015-01-12 23:39:58.150492	
1355838.7383000001	2015-01-12 23:39:59.170647	
1355834.0479000001	2015-01-12 23:40:00.190800	
1355829.3299	2015-01-12 23:40:01.210954	
1355824.5845000001	2015-01-12 23:40:02.231107	
1355819.8115000001	2015-01-12 23:40:03.251260	
1355815.0111	2015-01-12 23:40:04.271415	
1355810.1832000001	2015-01-12 23:40:05.291568	
1355805.3278999999	2015-01-12 23:40:06.311722	
1355800.4450999999	2015-01-12 23:40:07.331875	
1355795.5349000001	2015-01-12 23:40:08.352029	
1355790.5973	2015-01-12 23:40:09.372184	
1355785.6322999999	2015-01-12 23:40:10.392337	
1355780.6399999999	2015-01-12 23:40:11.412490	
1355775.6203000001	2015-01-12 23:40:12.432643	
1355770.5733	2015-01-12 23:40:13.452798	
1355765.4990000001	2015-01-12 23:40:14.472951	
1355760.3973999999	2015-01-12 23:40:15.493106	
1355755.2685	2015-01-12 23:40:16.513258	
1355750.1122999999	2015-01-12 23:40:17.533413	
1355744.9288999999	2015-01-12 23:40:18.553567	
1355739.7182	2015-01-12 23:40:19.573720	
1355734.4804	2015-01-12 23:40:20.593873	
1355729.2153	2015-01-12 23:40:21.614027	
1355723.9231	2015-01-12 23:40:22.634180	
1355718.6037000001	2015-01-12 23:40:23.654335	
1355713.2572000001	2015-01-12 23:40:24.674488	
1355707.8836000001	2015-01-12 23:40:25.694643	
1355702.4828999999	2015-01-12 23:40:26.714795	
1355697.0549999999	2015-01-12 23:40:27.734950	
1355691.6002	2015-01-12 23:40:28.755102	
1355686.1181999999	2015-01-12 23:40:29.775257	
1355680.6092999999	2015-01-12 23:40:30.795410	
1355675.0733	2015-01-12 23:40:31.815564	
1355669.5103	2015-01-12 23:40:32.835717	
1355663.9203999999	2015-01-12 23:40:33.855872	
1355658.3034999999	2015-01-12 23:40:34.876025	
1355652.6597	2015-01-12 23:40:35.896180	
1355646.9890000001	2015-01-12 23:40:36.916332	
1355641.2912999999	2015-01-12 23:40:37.936485	
1355635.5667999999	2015-01-12 23:40:38.956639	
1355629.8155	2015-01-12 23:40:39.976794	
1355624.0373	2015-01-12 23:40:40.996947	
1355618.2322	2015-01-12 23:40:42.017101	
1355612.4003999999	2015-01-12 23:40:43.037254	
1355606.5418	2015-01-12 23:40:44.057409	
1355600.6565	2015-01-12 23:40:45.077562	
1355594.7444	2015-01-12 23:40:46.097715	
1355588.8055	2015-01-12 23:40:47.117869	
1355582.8400000001	2015-01-12 23:40:48.138022	
1355576.8478000001	2015-01-12 23:40:49.158176	
1355570.8289999999	2015-01-12 23:40:50.178331	
1355564.7834999999	2015-01-12 23:40:51.198484	
1355558.7113999999	2015-01-12 23:40:52.218638	
1355552.6126999999	2015-01-12 23:40:53.238791	
1355546.4874	2015-01-12 23:40:54.258944	
1355540.3356000001	2015-01-12 23:40:55.279099	
1355534.1572	2015-01-12 23:40:56.299252	
1355527.9523	2015-01-12 23:40:57.319406	
1355521.7209999999	2015-01-12 23:40:58.339559	
1355515.4631000001	2015-01-12 23:40:59.359714	
1355509.1788000001	2015-01-12 23:41:00.379868	
1355502.8681000001	2015-01-12 23:41:01.400021	
1355496.531	2015-01-12 23:41:02.420174	
1355490.1675	2015-01-12 23:41:03.440327	
1355483.7775999999	2015-01-12 23:41:04.460482	
1355477.3614000001	2015-01-12 23:41:05.480635	
1355470.9188000001	2015-01-12 23:41:06.500790	
1355464.45	2015-01-12 23:41:07.520942	
1355457.9549	2015-01-12 23:41:08.541097	
1355451.4335	2015-01-12 23:41:09.561251	
1355444.8859000001	2015-01-12 23:41:10.581404	
1355438.3121	2015-01-12 23:41:11.601557	
1355431.7121000001	2015-01-12 23:41:12.621711	
1355425.0859000001	2015-01-12 23:41:13.641864	
1355418.4336000001	2015-01-12 23:41:14.662019	
1355411.7552	2015-01-12 23:41:15.682172	
1355405.0507	2015-01-12 23:41:16.702327	
1355398.3200999999	2015-01-12 23:41:17.722479	
1355391.5634000001	2015-01-12 23:41:18.742634	
1355384.7808000001	2015-01-12 23:41:19.762786	
1355377.9720999999	2015-01-12 23:41:20.782941	
1355371.1373999999	2015-01-12 23:41:21.803093	
1355364.2768000001	2015-01-12 23:41:22.823248	
1355357.3902	2015-01-12 23:41:23.843401	
1355350.4778	2015-01-12 23:41:24.863556	
1355343.5393999999	2015-01-12 23:41:25.883709	
1355336.5752000001	2015-01-12 23:41:26.903863	
1355329.5851	2015-01-12 23:41:27.924016	
1355322.5692	2015-01-12 23:41:28.944169	
1355315.5275999999	2015-01-12 23:41:29.964323	
1355308.4601	2015-01-12 23:41:30.984478	
1355301.3669	2015-01-12 23:41:32.004630	
1355294.2479999999	2015-01-12 23:41:33.024785	
1355287.1033999999	2015-01-12 23:41:34.044938	
1355279.9331	2015-01-12 23:41:35.065093	
1355272.7372000001	2015-01-12 23:41:36.085246	
1355265.5156	2015-01-12 23:41:37.105398	
1355258.2685	2015-01-12 23:41:38.125553	
1355250.9957000001	2015-01-12 23:41:39.145706	
1355243.6975	2015-01-12 23:41:40.165860	
1355236.3737000001	2015-01-12 23:41:41.186015	
1355229.0244	2015-01-12 23:41:42.206167	
1355221.6496000001	2015-01-12 23:41:43.226322	
1355214.2494000001	2015-01-12 23:41:44.246475	
1355206.8237000001	2015-01-12 23:41:45.266628	
1355199.3725999999	2015-01-12 23:41:46.286783	
1355191.8962000001	2015-01-12 23:41:47.306935	
1355184.3944000001	2015-01-12 23:41:48.327090	
1355176.8674000001	2015-01-12 23:41:49.347243	
1355169.3149999999	2015-01-12 23:41:50.367397	
1355161.7372999999	2015-01-12 23:41:51.387551	
1355154.1344000001	2015-01-12 23:41:52.407705	
1355146.5063	2015-01-12 23:41:53.427858	
1355138.8529000001	2015-01-12 23:41:54.448011	
1355131.1743999999	2015-01-12 23:41:55.468166	
1355123.4708	2015-01-12 23:41:56.488318	
1355115.7420999999	2015-01-12 23:41:57.508473	
1355107.9882	2015-01-12 23:41:58.528626	
1355100.2093	2015-01-12 23:41:59.548780	
1355092.4054	2015-01-12 23:42:00.568935	
1355084.5763999999	2015-01-12 23:42:01.589087	
1355076.7224999999	2015-01-12 23:42:02.609240	
1355068.8436	2015-01-12 23:42:03.629395	
1355060.9398000001	2015-01-12 23:42:04.649548	
1355053.0111	2015-01-12 23:42:05.669703	
1355045.0575000001	2015-01-12 23:42:06.689855	
1355037.0791	2015-01-12 23:42:07.710010	
1355029.0759000001	2015-01-12 23:42:08.730163	
1355021.0478000001	2015-01-12 23:42:09.750317	
1355012.9950000001	2015-01-12 23:42:10.770470	
1355004.9173999999	2015-01-12 23:42:11.790624	
1354996.8152000001	2015-01-12 23:42:12.810777	
1354988.6882	2015-01-12 23:42:13.830932	
1354980.5367000001	2015-01-12 23:42:14.851085	
1354972.3604000001	2015-01-12 23:42:15.871240	
1354964.1595999999	2015-01-12 23:42:16.891392	
1354955.9342	2015-01-12 23:42:17.911547	
1354947.6843000001	2015-01-12 23:42:18.931700	
1354939.4098	2015-01-12 23:42:19.951854	
1354931.1109	2015-01-12 23:42:20.972007	
1354922.7875000001	2015-01-12 23:42:21.992161	
1354914.4397	2015-01-12 23:42:23.012314	
1354906.0674000001	2015-01-12 23:42:24.032469	
1354897.6708	2015-01-12 23:42:25.052622	
1354889.2498999999	2015-01-12 23:42:26.072776	
1354880.8045999999	2015-01-12 23:42:27.092929	
1354872.3351	2015-01-12 23:42:28.113082	
1354863.8413	2015-01-12 23:42:29.133237	
1354855.3232	2015-01-12 23:42:30.153391	
1354846.781	2015-01-12 23:42:31.173543	
1354838.2146000001	2015-01-12 23:42:32.193698	
1354829.6240999999	2015-01-12 23:42:33.213851	
1354821.0094000001	2015-01-12 23:42:34.234006	
1354812.3707000001	2015-01-12 23:42:35.254159	
1354803.7079	2015-01-12 23:42:36.274311	
1354795.0211	2015-01-12 23:42:37.294466	
1354786.3103	2015-01-12 23:42:38.314619	
1354777.5755	2015-01-12 23:42:39.334774	
1354768.8167999999	2015-01-12 23:42:40.354928	
1354760.0342000001	2015-01-12 23:42:41.375080	
1354751.2276999999	2015-01-12 23:42:42.395235	
1354742.3973999999	2015-01-12 23:42:43.415387	
1354733.5433	2015-01-12 23:42:44.435542	
1354724.6654000001	2015-01-12 23:42:45.455694	
1354715.7637	2015-01-12 23:42:46.475849	
1354706.8382999999	2015-01-12 23:42:47.496002	
1354697.8892000001	2015-01-12 23:42:48.516157	
1354688.9165000001	2015-01-12 23:42:49.536311	
1354679.9201	2015-01-12 23:42:50.556463	
1354670.9002	2015-01-12 23:42:51.576616	
1354661.8566000001	2015-01-12 23:42:52.596771	
1354652.7896	2015-01-12 23:42:53.616924	
1354643.699	2015-01-12 23:42:54.637079	
1354634.5848999999	2015-01-12 23:42:55.657231	
1354625.4473999999	2015-01-12 23:42:56.677386	
1354616.2864999999	2015-01-12 23:42:57.697539	
1354607.1022000001	2015-01-12 23:42:58.717694	
1354597.8946	2015-01-12 23:42:59.737846	
1354588.6636000001	2015-01-12 23:43:00.758000	
1354579.4092999999	2015-01-12 23:43:01.778153	
1354570.1318000001	2015-01-12 23:43:02.798308	
1354560.8311000001	2015-01-12 23:43:03.818461	
1354551.5072000001	2015-01-12 23:43:04.838616	
1354542.1601	2015-01-12 23:43:05.858768	
1354532.7899	2015-01-12 23:43:06.878923	
1354523.3966000001	2015-01-12 23:43:07.899076	
1354513.9802000001	2015-01-12 23:43:08.919229	
1354504.5408000001	2015-01-12 23:43:09.939382	
1354495.0784	2015-01-12 23:43:10.959537	
1354485.5930999999	2015-01-12 23:43:11.979690	
1354476.0848000001	2015-01-12 23:43:12.999845	
1354466.5536	2015-01-12 23:43:14.019998	
1354456.9994999999	2015-01-12 23:43:15.040152	
1354447.4225999999	2015-01-12 23:43:16.060305	
1354437.8229	2015-01-12 23:43:17.080458	
1354428.2004	2015-01-12 23:43:18.100613	
1354418.5552000001	2015-01-12 23:43:19.120766	
1354408.8873000001	2015-01-12 23:43:20.140919	
1354399.1967	2015-01-12 23:43:21.161074	
1354389.4835000001	2015-01-12 23:43:22.181227	
1354379.7475999999	2015-01-12 23:43:23.201382	
1354369.9893	2015-01-12 23:43:24.221534	
1354360.2083000001	2015-01-12 23:43:25.241687	
1354350.4049	2015-01-12 23:43:26.261842	
1354340.5789999999	2015-01-12 23:43:27.281995	
1354330.7305999999	2015-01-12 23:43:28.302150	
1354320.8598	2015-01-12 23:43:29.322303	
1354310.9667	2015-01-12 23:43:30.342456	
1354301.0512999999	2015-01-12 23:43:31.362611	
1354291.1135	2015-01-12 23:43:32.382764	
1354281.1535	2015-01-12 23:43:33.402917	
1354271.1712	2015-01-12 23:43:34.423070	
1354261.1668	2015-01-12 23:43:35.443225	
1354251.1401	2015-01-12 23:43:36.463378	
1354241.0914	2015-01-12 23:43:37.483533	
1354231.0205000001	2015-01-12 23:43:38.503687	
1354220.9276000001	2015-01-12 23:43:39.523839	
1354210.8126999999	2015-01-12 23:43:40.543992	
1354200.6757	2015-01-12 23:43:41.564147	
1354190.5168999999	2015-01-12 23:43:42.584300	
1354180.3359999999	2015-01-12 23:43:43.604455	
1354170.1333999999	2015-01-12 23:43:44.624607	
1354159.9088000001	2015-01-12 23:43:45.644762	
1354149.6624	2015-01-12 23:43:46.664915	
1354139.3943	2015-01-12 23:43:47.685070	
1354129.1044000001	2015-01-12 23:43:48.705221	
1354118.7927999999	2015-01-12 23:43:49.725376	
1354108.4595000001	2015-01-12 23:43:50.745529	
1354098.1046	2015-01-12 23:43:51.765684	
1354087.7280000001	2015-01-12 23:43:52.785837	
1354077.3299	2015-01-12 23:43:53.805991	
1354066.9103000001	2015-01-12 23:43:54.826144	
1354056.4691000001	2015-01-12 23:43:55.846299	
1354046.0066	2015-01-12 23:43:56.866452	
1354035.5226	2015-01-12 23:43:57.886604	
1354025.0171000001	2015-01-12 23:43:58.906758	
1354014.4904	2015-01-12 23:43:59.926913	
1354003.9423	2015-01-12 23:44:00.947066	
1353993.3729000001	2015-01-12 23:44:01.967221	
1353982.7823000001	2015-01-12 23:44:02.987373	
1353972.1703999999	2015-01-12 23:44:04.007528	
1353961.5375000001	2015-01-12 23:44:05.027681	
1353950.8833000001	2015-01-12 23:44:06.047834	
1353940.2080999999	2015-01-12 23:44:07.067989	
1353929.5118	2015-01-12 23:44:08.088142	
1353918.7945000001	2015-01-12 23:44:09.108295	
1353908.0560999999	2015-01-12 23:44:10.128450	
1353897.2969	2015-01-12 23:44:11.148603	
1353886.5167	2015-01-12 23:44:12.168758	
1353875.7156	2015-01-12 23:44:13.188910	
1353864.8936999999	2015-01-12 23:44:14.209063	
1353854.051	2015-01-12 23:44:15.229218	
1353843.1875	2015-01-12 23:44:16.249371	
1353832.3033	2015-01-12 23:44:17.269525	
1353821.3984000001	2015-01-12 23:44:18.289679	
1353810.4728000001	2015-01-12 23:44:19.309832	
1353799.5266	2015-01-12 23:44:20.329987	
1353788.5599	2015-01-12 23:44:21.350140	
1353777.5726000001	2015-01-12 23:44:22.370292	
1353766.5648000001	2015-01-12 23:44:23.390447	
1353755.5364999999	2015-01-12 23:44:24.410601	
1353744.4878	2015-01-12 23:44:25.430754	
1353733.4187	2015-01-12 23:44:26.450909	
1353722.3292	2015-01-12 23:44:27.471062	
1353711.2194999999	2015-01-12 23:44:28.491215	
1353700.0893999999	2015-01-12 23:44:29.511368	
1353688.9391000001	2015-01-12 23:44:30.531523	
1353677.7686999999	2015-01-12 23:44:31.551675	
1353666.578	2015-01-12 23:44:32.571830	
1353655.3673	2015-01-12 23:44:33.591983	
1353644.1364	2015-01-12 23:44:34.612138	
1353632.8855000001	2015-01-12 23:44:35.632291	
1353621.6146	2015-01-12 23:44:36.652444	
1353610.3237000001	2015-01-12 23:44:37.672597	
1353599.0129	2015-01-12 23:44:38.692752	
1353587.6821999999	2015-01-12 23:44:39.712905	
1353576.3315999999	2015-01-12 23:44:40.733060	
1353564.9613000001	2015-01-12 23:44:41.753212	
1353553.5711000001	2015-01-12 23:44:42.773367	
1353542.1612	2015-01-12 23:44:43.793520	
1353530.7316000001	2015-01-12 23:44:44.813675	
1353519.2823999999	2015-01-12 23:44:45.833827	
1353507.8134999999	2015-01-12 23:44:46.853981	
1353496.3251	2015-01-12 23:44:47.874134	
1353484.8171000001	2015-01-12 23:44:48.894289	
1353473.2897000001	2015-01-12 23:44:49.914442	
1353461.7427000001	2015-01-12 23:44:50.934596	
1353450.1764	2015-01-12 23:44:51.954749	
1353438.5906	2015-01-12 23:44:52.974904	
1353426.9856	2015-01-12 23:44:53.995057	
1353415.3611999999	2015-01-12 23:44:55.015209	
1353403.7176000001	2015-01-12 23:44:56.035364	
1353392.0547	2015-01-12 23:44:57.055518	
1353380.3726999999	2015-01-12 23:44:58.075671	
1353368.6714999999	2015-01-12 23:44:59.095826	
1353356.9512	2015-01-12 23:45:00.115978	
1353345.2119	2015-01-12 23:45:01.136133	
1353333.4535000001	2015-01-12 23:45:02.156286	
1353321.6762000001	2015-01-12 23:45:03.176439	
1353309.8799000001	2015-01-12 23:45:04.196594	
1353298.0647	2015-01-12 23:45:05.216746	
1353286.2307	2015-01-12 23:45:06.236900	
1353274.3777999999	2015-01-12 23:45:07.257055	
1353262.5061999999	2015-01-12 23:45:08.277208	
1353250.6158	2015-01-12 23:45:09.297363	
1353238.7068	2015-01-12 23:45:10.317515	
1353226.7790999999	2015-01-12 23:45:11.337668	
1353214.8326999999	2015-01-12 23:45:12.357823	
1353202.8679	2015-01-12 23:45:13.377976	
1353190.8844000001	2015-01-12 23:45:14.398130	
1353178.8825000001	2015-01-12 23:45:15.418283	
1353166.8621	2015-01-12 23:45:16.438438	
1353154.8234000001	2015-01-12 23:45:17.458591	
1353142.7663	2015-01-12 23:45:18.478744	
1353130.6908	2015-01-12 23:45:19.498898	
1353118.5970999999	2015-01-12 23:45:20.519051	
1353106.4850999999	2015-01-12 23:45:21.539206	
1353094.3548999999	2015-01-12 23:45:22.559359	
1353082.2065000001	2015-01-12 23:45:23.579514	
1353070.0401000001	2015-01-12 23:45:24.599667	
1353057.8555999999	2015-01-12 23:45:25.619820	
1353045.6529999999	2015-01-12 23:45:26.639973	
1353033.4325000001	2015-01-12 23:45:27.660128	
1353021.1939999999	2015-01-12 23:45:28.680280	
1353008.9376000001	2015-01-12 23:45:29.700435	
1352996.6632999999	2015-01-12 23:45:30.720588	
1352984.3711999999	2015-01-12 23:45:31.740743	
1352972.0614	2015-01-12 23:45:32.760896	
1352959.7338	2015-01-12 23:45:33.781050	
1352947.3884999999	2015-01-12 23:45:34.801202	
1352935.0255	2015-01-12 23:45:35.821357	
1352922.645	2015-01-12 23:45:36.841510	
1352910.2468000001	2015-01-12 23:45:37.861664	
1352897.8311999999	2015-01-12 23:45:38.881817	
1352885.3981000001	2015-01-12 23:45:39.901972	
1352872.9475	2015-01-12 23:45:40.922125	
1352860.4794999999	2015-01-12 23:45:41.942280	
1352847.9942000001	2015-01-12 23:45:42.962432	
1352835.4916000001	2015-01-12 23:45:43.982585	
1352822.9717000001	2015-01-12 23:45:45.002739	
1352810.4346	2015-01-12 23:45:46.022894	
1352797.8803000001	2015-01-12 23:45:47.043046	
1352785.3089000001	2015-01-12 23:45:48.063201	
1352772.7202999999	2015-01-12 23:45:49.083354	
1352760.1148000001	2015-01-12 23:45:50.103509	
1352747.4922	2015-01-12 23:45:51.123662	
1352734.8526999999	2015-01-12 23:45:52.143814	
1352722.1962000001	2015-01-12 23:45:53.163969	
1352709.5227999999	2015-01-12 23:45:54.184123	
1352696.8326999999	2015-01-12 23:45:55.204276	
1352684.1257	2015-01-12 23:45:56.224431	
1352671.402	2015-01-12 23:45:57.244583	
1352658.6616	2015-01-12 23:45:58.264738	
1352645.9044999999	2015-01-12 23:45:59.284891	
1352633.1307999999	2015-01-12 23:46:00.305044	
1352620.3406	2015-01-12 23:46:01.325198	
1352607.5338000001	2015-01-12 23:46:02.345351	
1352594.7105	2015-01-12 23:46:03.365506	
1352581.8707999999	2015-01-12 23:46:04.385660	
1352569.0146999999	2015-01-12 23:46:05.405814	
1352556.1422999999	2015-01-12 23:46:06.425966	
1352543.2535000001	2015-01-12 23:46:07.446119	
1352530.3485000001	2015-01-12 23:46:08.466274	
1352517.4273000001	2015-01-12 23:46:09.486427	
1352504.4898999999	2015-01-12 23:46:10.506582	
1352491.5364000001	2015-01-12 23:46:11.526734	
1352478.5667999999	2015-01-12 23:46:12.546888	
1352465.5811000001	2015-01-12 23:46:13.567043	
1352452.5795	2015-01-12 23:46:14.587196	
1352439.5619000001	2015-01-12 23:46:15.607348	
1352426.5284	2015-01-12 23:46:16.627503	
1352413.4791000001	2015-01-12 23:46:17.647656	
1352400.4139	2015-01-12 23:46:18.667811	
1352387.3330000001	2015-01-12 23:46:19.687964	
1352374.2363	2015-01-12 23:46:20.708118	
1352361.1240000001	2015-01-12 23:46:21.728272	
1352347.996	2015-01-12 23:46:22.748425	
1352334.8525	2015-01-12 23:46:23.768578	
1352321.6934	2015-01-12 23:46:24.788733	
1352308.5188	2015-01-12 23:46:25.808885	
1352295.3287	2015-01-12 23:46:26.829040	
1352282.1233000001	2015-01-12 23:46:27.849193	
1352268.9024	2015-01-12 23:46:28.869348	
1352255.6662999999	2015-01-12 23:46:29.889500	
1352242.4149	2015-01-12 23:46:30.909653	
1352229.1483	2015-01-12 23:46:31.929807	
1352215.8665	2015-01-12 23:46:32.949962	
1352202.5696	2015-01-12 23:46:33.970115	
1352189.2575000001	2015-01-12 23:46:34.990269	
1352175.9305	2015-01-12 23:46:36.010422	
1352162.5884	2015-01-12 23:46:37.030577	
1352149.2313999999	2015-01-12 23:46:38.050730	
1352135.8595	2015-01-12 23:46:39.070882	
1352122.4727	2015-01-12 23:46:40.091037	
1352109.0712000001	2015-01-12 23:46:41.111191	
1352095.6547999999	2015-01-12 23:46:42.131344	
1352082.2237	2015-01-12 23:46:43.151499	
1352068.7779999999	2015-01-12 23:46:44.171651	
1352055.3176	2015-01-12 23:46:45.191806	
1352041.8426999999	2015-01-12 23:46:46.211959	
1352028.3533000001	2015-01-12 23:46:47.232112	
1352014.8492999999	2015-01-12 23:46:48.252266	
1352001.3308999999	2015-01-12 23:46:49.272419	
1351987.7981	2015-01-12 23:46:50.292574	
1351974.2509000001	2015-01-12 23:46:51.312728	
1351960.6895000001	2015-01-12 23:46:52.332881	
1351947.1137999999	2015-01-12 23:46:53.353035	
1351933.5238999999	2015-01-12 23:46:54.373188	
1351919.9199000001	2015-01-12 23:46:55.393341	
1351906.3017	2015-01-12 23:46:56.413495	
1351892.6694	2015-01-12 23:46:57.433649	
1351879.0231999999	2015-01-12 23:46:58.453802	
1351865.3629999999	2015-01-12 23:46:59.473956	
1351851.6888000001	2015-01-12 23:47:00.494111	
1351838.0008	2015-01-12 23:47:01.514264	
1351824.2989000001	2015-01-12 23:47:02.534416	
1351810.5832	2015-01-12 23:47:03.554571	
1351796.8539	2015-01-12 23:47:04.574724	
1351783.1107999999	2015-01-12 23:47:05.594879	
1351769.3541000001	2015-01-12 23:47:06.615032	
1351755.5837999999	2015-01-12 23:47:07.635186	
1351741.7999	2015-01-12 23:47:08.655340	
1351728.0026	2015-01-12 23:47:09.675493	
1351714.1917999999	2015-01-12 23:47:10.695646	
1351700.3676	2015-01-12 23:47:11.715800	
1351686.53	2015-01-12 23:47:12.735953	
1351672.6791000001	2015-01-12 23:47:13.756108	
1351658.8149999999	2015-01-12 23:47:14.776261	
1351644.9376000001	2015-01-12 23:47:15.796416	
1351631.0471999999	2015-01-12 23:47:16.816568	
1351617.1435	2015-01-12 23:47:17.836722	
1351603.2268000001	2015-01-12 23:47:18.856875	
1351589.2971000001	2015-01-12 23:47:19.877030	
1351575.3544000001	2015-01-12 23:47:20.897182	
1351561.3988000001	2015-01-12 23:47:21.917337	
1351547.4302999999	2015-01-12 23:47:22.937490	
1351533.449	2015-01-12 23:47:23.957645	
1351519.4549	2015-01-12 23:47:24.977798	
1351505.4480999999	2015-01-12 23:47:25.997950	
1351491.4286	2015-01-12 23:47:27.018105	
1351477.3964	2015-01-12 23:47:28.038259	
1351463.3517	2015-01-12 23:47:29.058412	
1351449.2944	2015-01-12 23:47:30.078567	
1351435.2246000001	2015-01-12 23:47:31.098719	
1351421.1424	2015-01-12 23:47:32.118874	
1351407.0478000001	2015-01-12 23:47:33.139027	
